absolute_filepath	file_basename	sample_basename	sample_name	data_group	filetype	species	filter_level	VAF_threshold	sequenced_region_size_in_Mb	is_GDC	GDC_case_ID	GDC_UUID	POLE_exo_mut	MMR_status	P53_status
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
